CompetitionName,TeamName,UserNames,Score,ScoreFirstSubmittedDate,NumSubmissions
ClaimPredictionChallenge,ellen,ellen,0.058007721896825,2011-08-10 07:05:06.903333,12
ClaimPredictionChallenge,Ben Hamner,Ben Hamner,0.057965173385023,2011-10-10 19:12:45.700000,3
ClaimPredictionChallenge,Yann,Yann,0.057735384599864,2011-09-01 12:00:46.566666,15
ClaimPredictionChallenge,tanjor,tanjor,0.056990551097137,2011-07-28 17:46:54.303333,9
ClaimPredictionChallenge,libero,libero,0.055292907610815,2011-09-05 19:50:31.986666,22
ClaimPredictionChallenge,dalpozz87,dalpozz87,0.053018951897875,2011-10-05 08:47:46.150000,23
ClaimPredictionChallenge,Jaco Cronje,Jaco Cronje,0.052424910108221,2011-07-29 13:01:44.890000,2
ClaimPredictionChallenge,K Prabhakar Rao,K Prabhakar Rao,0.051086329503625,2011-10-09 22:03:51.546666,2
ClaimPredictionChallenge,Jose ,Jose ,0.049918100424063,2011-08-03 22:18:07.946666,6
ClaimPredictionChallenge,Aze ,sini,0.047852173096228,2011-10-12 19:14:32.766666,1
ClaimPredictionChallenge,Venkat Chalasani,Venkat Chalasani,0.046596922522319,2011-09-27 02:13:11.930000,6
ClaimPredictionChallenge,vsh,Vivek Sharma,0.04591985705024,2011-10-05 23:01:17.686666,1
ClaimPredictionChallenge,giovanni,giovanni,0.044571803807404,2011-10-06 08:45:33.183333,9
ClaimPredictionChallenge,mlearn,mlearn,0.044145910891878,2011-10-09 10:55:12.236666,2
ClaimPredictionChallenge,Hunter,Thomas,0.041090209035026,2011-07-26 15:49:49.090000,4
ClaimPredictionChallenge,Mitch,Mitch,0.039318214796649,2011-07-28 12:18:56.593333,3
ClaimPredictionChallenge,Jean,Gabin,0.038411124937429,2011-07-27 23:21:41.723333,4
ClaimPredictionChallenge,Monkey Wrench Gang,George Hayduke,0.035596817202557,2011-10-12 18:49:10.806666,4
ClaimPredictionChallenge,kymhorsell,kymhorsell,0.034540076054038,2011-09-29 11:23:14.766666,8
ClaimPredictionChallenge,forestgump,forestgump,0.034060682044854,2011-10-07 11:41:21.143333,1
ClaimPredictionChallenge,Smidsy,Alec Stephenson,0.033567157579408,2011-07-28 08:15:16.120000,1
ClaimPredictionChallenge,CDCTry,GuessStar,0.033260003618873,2011-10-10 21:28:30.780000,4
ClaimPredictionChallenge,amst,Cory Giles,0.032470051401531,2011-07-14 16:40:45.963333,2
ClaimPredictionChallenge,PiZi,PiZi,0.030040094116355,2011-07-18 23:34:10.566666,9
ClaimPredictionChallenge,Arska,Arska,0.0298807330851,2011-09-27 04:12:15.910000,4
ClaimPredictionChallenge,Greg,Greg,0.029392175647495,2011-09-24 19:53:38.383333,12
ClaimPredictionChallenge,JKARP,Jason Karpeles,0.02904210898322,2011-10-08 21:53:24.773333,2
ClaimPredictionChallenge,Toulouse,Toulouse,0.028434166549812,2011-07-27 23:57:58.713333,4
ClaimPredictionChallenge,durian,durian,0.028412576982186,2011-07-29 05:46:56.463333,3
ClaimPredictionChallenge,CRUNCHIT,YNWA05,0.027803386670831,2011-07-28 04:31:24.096666,1
ClaimPredictionChallenge,student1,Quan Sun,0.027803386670831,2011-07-29 01:35:07.740000,9
ClaimPredictionChallenge,AdjustedRSquared,Patrick Racsa,0.027803386670831,2011-09-29 05:48:01.486666,3
ClaimPredictionChallenge,Louis Duclos-Gosselin,Louis Duclos-Gosselin,0.027803386670831,2011-10-12 22:29:56.843333,1
ClaimPredictionChallenge,le mentec fabien,texane,0.027796996766752,2011-09-06 07:48:28.336666,7
ClaimPredictionChallenge,Ryan,Ryan,0.027757351015817,2011-07-23 01:02:09.063333,4
ClaimPredictionChallenge,baalooos,baalooos,0.026282936301198,2011-10-03 06:21:13.040000,19
ClaimPredictionChallenge,TimGLuz,TimGLuz,0.025170511145296,2011-09-22 06:37:58.516666,8
ClaimPredictionChallenge,Patrick,Patrick,0.021049635310739,2011-10-11 23:31:57.956666,3
ClaimPredictionChallenge,Pavlov ,David,0.019954888224411,2011-09-02 14:53:04.800000,3
ClaimPredictionChallenge,agdavis,agdavis,0.017351531096059,2011-09-16 21:30:47.503333,1
ClaimPredictionChallenge,GregTX81,Greg,0.016914268216513,2011-08-29 03:52:19.820000,1
ClaimPredictionChallenge,Jekyll,Jekyll,0.007164345119232,2011-10-07 19:56:32.456666,2
ClaimPredictionChallenge,Michael Edwards,Michael Edwards,0.006307370209141,2011-09-15 06:18:04.396666,11
ClaimPredictionChallenge,Fractal,Fractal,0.005963853926529,2011-08-04 08:38:31.850000,9
ClaimPredictionChallenge,miguel lopes,miguel lopes,0.003712544225263,2011-09-02 14:48:42.193333,1
ClaimPredictionChallenge,Nige,Nige,0.002989452608803,2011-07-30 08:00:08.543333,3
ClaimPredictionChallenge,TeamSMRT,TeamSMRT,-0.002699707845392,2011-08-06 19:43:30.863333,1
DontGetKicked,Sollers & Gxav,"Marcin Pionnier,Xavier Conort",0.267196190891145,2012-01-05 12:49:35.006666,124
DontGetKicked,Old Dogs With New Tricks,"David J. Slate,Peter W Frey",0.266695478499568,2012-01-05 20:12:45.623333,217
DontGetKicked,SirGuessalot and PlanetThanet,"Jason Tigg,Momchil Georgiev",0.266346043367563,2011-12-30 23:05:35.540000,126
DontGetKicked,aussietim,Tim Veitch,0.263928432563429,2012-01-05 22:45:30.066666,5
DontGetKicked,Stefan,Stefan Henß,0.263812532709943,2012-01-05 22:10:18.136666,57
DontGetKicked,Yasser Tabandeh,Yasser Tabandeh,0.259562017083745,2012-01-05 17:40:28.680000,86
DontGetKicked,A storm brewing,"Eu Jin Lok,Alec Stephenson",0.259427537196867,2011-12-18 03:05:31.390000,102
DontGetKicked,lucky guy,Lucky Guy,0.258854657318599,2012-01-02 23:59:27.776666,12
DontGetKicked,megasoft,"chausler,thomas rost,jansoe",0.257817431327002,2012-01-05 16:47:59.983333,117
DontGetKicked,H. Solo,José Solórzano,0.257400174364199,2011-12-22 02:08:08.396666,24
DontGetKicked,transplanted_tree,transplanted_tree,0.25684845096856,2012-01-04 01:57:30.356666,12
DontGetKicked,Domcastro,Bluefool,0.256318348220033,2011-10-19 18:30:14.146666,117
DontGetKicked,woshialex,woshialex,0.255942798790552,2011-10-26 04:47:33.320000,40
DontGetKicked,nhatvo,nhatvo,0.255363185163759,2012-01-03 00:10:00.763333,15
DontGetKicked,makagan,makagan,0.255014523639228,2011-12-27 17:11:07.130000,61
DontGetKicked,JKARP,Jason Karpeles,0.254721373496144,2011-12-20 21:55:54.263333,71
DontGetKicked,Adam,Adam,0.254504945033309,2012-01-05 03:57:33.466666,36
DontGetKicked,vsh,Vivek Sharma,0.254307466590049,2012-01-02 22:28:37.783333,14
DontGetKicked,Zach,Zach,0.254231579060467,2012-01-05 22:18:53.123333,9
DontGetKicked,newtohere,onthehilluu,0.253648568287815,2012-01-03 00:57:39.796666,97
DontGetKicked,n_m,Naokazu Mizuta,0.252989199094076,2012-01-04 03:19:09.246666,12
DontGetKicked,Kanuma,Manuel Kambeitz,0.252466475888139,2012-01-04 23:03:06.353333,22
DontGetKicked,cheese_ndut,Siswantoro,0.25234470334488,2012-01-01 03:35:56.383333,17
DontGetKicked,SuperBuffer,SuperBuffer,0.25225222698027,2011-12-19 05:00:36.143333,85
DontGetKicked,testaa,testaa,0.25214480317388,2011-12-20 02:33:48.053333,31
DontGetKicked,Echo Three Hairs,Echo Three Hairs,0.251991756707651,2012-01-02 01:48:53.090000,22
DontGetKicked,briggers,briggers,0.251854565831107,2012-01-03 01:41:15.700000,11
DontGetKicked,dynamic24,dynamic24,0.25157652457832,2012-01-04 08:09:00.526666,161
DontGetKicked,yc_xy,yc_xy,0.251349339608101,2012-01-05 04:44:34.050000,3
DontGetKicked,View,Ilya,0.251130428874331,2011-10-19 14:15:35.313333,21
DontGetKicked,Casual Kaggler,Jeong-Yoon Lee,0.250720759991784,2012-01-05 21:32:05.313333,22
DontGetKicked,wsgossett,wsgossett,0.250424865223926,2012-01-05 15:01:56.310000,18
DontGetKicked,fuerve & kfold,"fuerve,kfold",0.250379276199196,2011-12-11 07:51:35.150000,58
DontGetKicked,Greg Park,Greg Park,0.250174202948659,2011-12-18 02:39:36.856666,30
DontGetKicked,tryagain,Song_onthehill,0.250090848425208,2011-12-11 05:00:03.933333,31
DontGetKicked,Daedelus,Thelonious,0.24995807047477,2011-12-01 13:02:19.813333,22
DontGetKicked,D33B,D33B,0.249822440267214,2012-01-04 11:36:44.640000,16
DontGetKicked,EXLites,MuttonBiryani,0.249787271398793,2012-01-05 16:24:33.720000,71
DontGetKicked,new dog with old tricks,new dog with old tricks,0.249763383745435,2012-01-05 00:57:32,23
DontGetKicked,Karan Sarao,Karan Sarao,0.249552249448522,2011-10-29 11:46:47.833333,15
DontGetKicked,bob,bob,0.249251739943914,2011-12-22 01:41:13.020000,12
DontGetKicked,Student1,Quan Sun,0.24923436404737,2012-01-05 02:25:58.106666,29
DontGetKicked,infocruncher,Dylan Hogg,0.248712939156583,2012-01-05 00:52:45.656666,30
DontGetKicked,Iniesta,Iniesta Iniesta,0.248250812960351,2011-12-19 16:16:57.370000,3
DontGetKicked,Ben Haley,Ben Haley,0.248203669993653,2011-12-19 06:36:15.870000,4
DontGetKicked,Wall-E,Tiny,0.248101029099551,2011-12-09 12:50:05.603333,11
DontGetKicked,occupy,jmalicki,0.247636252456846,2011-10-20 00:50:21.963333,10
DontGetKicked,Brian Elwell,Brian Elwell,0.24738845589274,2012-01-05 22:37:00.966666,25
DontGetKicked,Miner's Brain,Miner's Brain,0.247363209381037,2011-12-26 05:24:24.343333,64
DontGetKicked,Faruk_Ahmed,Faruk Ahmed,0.247295616268969,2012-01-04 06:27:56.550000,70
DontGetKicked,MP,Mikhail,0.247069056911749,2012-01-04 06:37:50.813333,11
DontGetKicked,Tomtech,Tomtech,0.246965877855927,2011-11-30 19:47:31.496666,23
DontGetKicked,weseeare,Vikas Raykar,0.246629782407564,2011-12-07 17:57:31.933333,7
DontGetKicked,beluga,beluga,0.246623775177362,2012-01-04 18:28:42.253333,89
DontGetKicked,CGConsult,CGConsult,0.246292106109148,2012-01-04 15:52:27.550000,34
DontGetKicked,Global Decision,Jaysen Gillespie,0.24612143484658,2012-01-02 03:09:09.306666,37
DontGetKicked,bobby wobby,bobby wobby,0.246012201471405,2012-01-02 11:46:47.226666,3
DontGetKicked,Yujiao,Yujiao,0.245954497080947,2011-10-10 01:09:59.776666,9
DontGetKicked,Sketch,sketch,0.24592480400803,2011-12-06 14:54:19.580000,4
DontGetKicked,SSKim,SSKim,0.245615905907607,2012-01-04 23:28:16.306666,8
DontGetKicked,Grunthus,Grunthus,0.245512969024558,2012-01-03 00:14:56.620000,9
DontGetKicked,Paweł,Paweł,0.245490238418897,2012-01-05 21:08:09.590000,39
DontGetKicked,DKW,Donald Wedding,0.245437612929675,2011-12-05 06:15:22.903333,23
DontGetKicked,Mikhail,Mikhail,0.245316452545374,2012-01-05 20:52:50.573333,9
DontGetKicked,irini p pro,irini p pro,0.245266934940086,2012-01-05 19:21:12.840000,3
DontGetKicked,Blitzkreig,"Shivashankar,Vumaasha",0.24525460430967,2012-01-05 17:17:07.580000,46
DontGetKicked,cbriaros,christfm,0.245155145296739,2011-12-30 06:34:42.776666,34
DontGetKicked,DMExp,DMExp,0.245134674970304,2011-12-02 23:55:29.923333,29
DontGetKicked,Venkat & Uma,"Uma,Venkat",0.245134674970304,2011-12-03 22:54:38.850000,17
DontGetKicked,YoungsGo,YoungsGo,0.24513340356324,2012-01-05 23:58:37.886666,4
DontGetKicked,heyitsryan678,heyitsryan678,0.245122216526479,2011-11-21 20:49:04.930000,39
DontGetKicked,MKT,Owen,0.245048374011434,2011-10-16 03:58:21.730000,3
DontGetKicked,xristi f be,xristi f be,0.245046059916037,2012-01-05 23:51:14.340000,5
DontGetKicked,Sayani,Alexander  Larko,0.244962617941306,2011-12-23 13:49:32.116666,72
DontGetKicked,wwind,wwind,0.244376909633031,2011-12-27 05:05:17.206666,35
DontGetKicked,Roseyland,Roseyland,0.24427471944937,2011-12-30 08:10:02.433333,17
DontGetKicked,jp2159,jp2159,0.24419490333923,2011-11-18 14:52:04.246666,2
DontGetKicked,john panagos,john panagos,0.243818149772899,2012-01-03 06:26:30.966666,10
DontGetKicked,Locke and Demosthenes,"Demosthenes,Locke",0.243800370255065,2012-01-05 20:08:36.143333,5
DontGetKicked,maria,Mary,0.243544151460036,2012-01-01 21:30:08.880000,7
DontGetKicked,DM Master,DM Master,0.243533058601576,2012-01-05 22:09:16.900000,1
DontGetKicked,RK_Est,Riivo Kikas,0.243498555708285,2011-12-19 05:11:23.280000,6
DontGetKicked,kubqr1,kubqr1,0.243305947628594,2012-01-04 22:58:43.210000,52
DontGetKicked,Three Sisters,Three Sisters,0.243192832762011,2011-12-12 13:29:31.240000,62
DontGetKicked,bluemaster,Adriano Azevedo-Filho,0.243133251532554,2012-01-05 19:24:14.643333,34
DontGetKicked,Aptus Inc,venki,0.24309753104837,2011-12-07 11:01:37.836666,87
DontGetKicked,luri,luri,0.243026930957689,2011-10-18 10:19:28.803333,11
DontGetKicked,IsBadBoy,jorn79,0.243000816660212,2011-10-15 14:51:25.106666,27
DontGetKicked,daniel.svarabovic,daniel.svarabovic,0.242936203618671,2012-01-05 20:03:41.383333,10
DontGetKicked, uspminer, uspminer,0.242884506458415,2012-01-05 21:52:21.140000,3
DontGetKicked,LTT1,Luis Tandalla,0.242757197576459,2011-12-14 00:01:20.626666,25
DontGetKicked,neutrinos,madera,0.241794379169715,2012-01-02 05:40:56.306666,7
DontGetKicked,Deepak,Deepak,0.241215929317641,2011-12-26 17:03:08.266666,5
DontGetKicked,JackT,JackT,0.241029779178594,2011-10-16 06:29:27.576666,18
DontGetKicked,krishna,krishna,0.241008663058094,2012-01-05 13:16:20.846666,9
DontGetKicked,maiaini,maiaini,0.240782884035369,2011-12-30 04:01:06.413333,10
DontGetKicked,JabberCat,ray wright ,0.240716555603343,2011-11-17 18:01:43.343333,5
DontGetKicked,animan,animan,0.240678769923558,2011-12-27 11:35:29.443333,18
DontGetKicked,Nomartis,Ray,0.240518532271342,2011-11-14 20:39:23.750000,7
DontGetKicked,senneoko,senneoko,0.240501755079712,2012-01-05 22:17:18.636666,11
DontGetKicked,apangean,ellis,0.240442604379631,2011-12-07 01:11:24.213333,10
DontGetKicked,IvanRF,Ivan_Ferraz,0.240408646375081,2011-12-25 23:46:22.013333,20
DontGetKicked,Flix and Floxi,"quantumbeat,F. Werner",0.2401221290752,2012-01-04 15:37:37.703333,9
DontGetKicked,fort,Francisco Alexandre,0.239906763481762,2011-10-08 02:14:32.090000,26
DontGetKicked,Vincent,Vincent,0.239879693947232,2011-10-28 12:56:50.523333,11
DontGetKicked,toedipper,Ross,0.239754530985136,2011-11-15 22:42:39.183333,27
DontGetKicked,TheBlackMoon,TheBlackMoon,0.239698891790279,2011-10-21 21:05:02.033333,23
DontGetKicked,Yesterday's Tech,Yesterdays Tech,0.239597952832618,2011-11-11 15:53:08.490000,38
DontGetKicked,galanos,galanos,0.239592665393715,2012-01-05 13:28:17.463333,23
DontGetKicked,Alex,Alex,0.239543504320568,2012-01-03 23:29:54.376666,19
DontGetKicked,Sashi,Sashikanth Dareddy,0.239475595038488,2011-12-26 12:13:43.563333,23
DontGetKicked,remotepath,syllogismos,0.239168842857925,2012-01-03 12:34:49.486666,6
DontGetKicked,Euro Boatman,Euro Boatman,0.239127895478033,2011-12-22 11:53:16.733333,12
DontGetKicked,Underfitting,TK,0.23897048990187,2011-12-27 07:38:13.173333,8
DontGetKicked,Monkey Wrench Gang,George Hayduke,0.238803901941354,2011-10-28 01:32:10.203333,12
DontGetKicked,Signal Box,Signal Box,0.238795694975121,2011-12-22 23:59:38.250000,3
DontGetKicked,Glendog,Glendog,0.238741616449253,2011-10-23 13:23:31.886666,5
DontGetKicked,Raghu,Raghu,0.238698583692694,2011-12-31 05:46:50.390000,20
DontGetKicked,ying,ying,0.2383878491154,2012-01-04 21:20:56.756666,6
DontGetKicked,BUTTERFISH,Jason Noriega,0.238347002640831,2011-12-19 02:38:58.846666,90
DontGetKicked,road2stat,road2stat,0.238335956871521,2011-10-26 18:45:55.366666,14
DontGetKicked,player,player,0.23821049792048,2012-01-05 15:28:25.026666,1
DontGetKicked,djken,djken,0.237718241394932,2011-12-21 08:46:52.256666,6
DontGetKicked,TiDom,TiDom,0.237667169847677,2011-10-17 09:34:59.810000,3
DontGetKicked,fraudo,"vm245,shashwat986",0.237452503864476,2011-11-15 03:54:22.673333,19
DontGetKicked,GoDLiKE,GoDLiKE,0.237439715796597,2011-11-15 12:36:41.486666,4
DontGetKicked,atb2215,atb2215,0.237092406403388,2011-10-18 04:14:03.730000,2
DontGetKicked,M.S.B,M.S.B,0.23705326859228,2012-01-05 18:34:09.563333,32
DontGetKicked,BreakfastPirate,BreakfastPirate,0.237036659576188,2011-10-16 18:40:07.250000,22
DontGetKicked,kaizoku,kaizoku,0.236844778014819,2012-01-05 18:26:28.280000,6
DontGetKicked,MMT65,MMT65,0.23682719358061,2012-01-05 19:05:52.910000,37
DontGetKicked,Nikki,Nikki Behrens,0.236825982716739,2011-10-03 23:56:02.516666,4
DontGetKicked,Messi,Messi,0.236818367728397,2012-01-05 19:31:13.200000,27
DontGetKicked,nausea,nausea,0.23666662630434,2011-12-06 09:08:04.920000,13
DontGetKicked,SheldonCooper,SheldonCooper,0.23665924676175,2011-11-24 23:33:12.596666,30
DontGetKicked,Jacques,Jacques Kvam,0.236647494655183,2011-11-09 05:47:39.910000,15
DontGetKicked,Klaus,Klaus,0.236599941340174,2011-10-31 00:33:30.940000,2
DontGetKicked,Gerash,Gerash,0.236491589204816,2011-12-18 16:08:56.953333,8
DontGetKicked,nlubchenco,nlubchenco,0.236465111648178,2012-01-03 22:39:33.076666,56
DontGetKicked,Dormouse,Dormouse,0.236314197647766,2011-11-11 18:32:45.976666,7
DontGetKicked,luffy,luffy,0.236280515451098,2012-01-04 11:40:28.023333,28
DontGetKicked,Sanji,Sanji,0.236280461634926,2012-01-04 14:09:56.296666,17
DontGetKicked,Vicky,Vasiliki Gkouta,0.236204809551096,2011-12-27 00:02:54.886666,4
DontGetKicked,PredictHR,shali,0.236175849723523,2011-12-11 16:39:50.610000,28
DontGetKicked,Erlapi,Erlapi,0.235922375553268,2011-10-12 00:18:06.433333,9
DontGetKicked,Abdullah,Abdullah,0.235917141930538,2012-01-03 22:44:26.036666,22
DontGetKicked,CentralClubs,CentralClubs,0.235874035176743,2011-12-21 09:51:20.800000,32
DontGetKicked,Inspire,Inspire,0.235874035176743,2011-12-21 10:48:45.146666,13
DontGetKicked,Jonathan Street,Jonathan Street,0.235754664180162,2011-12-29 00:58:31.033333,11
DontGetKicked,G-Rock,"Aaron Polhamus,badgley",0.235570875225662,2011-12-30 07:44:37.356666,6
DontGetKicked,TeamSMRT,TeamSMRT,0.235566401756362,2011-10-02 02:15:38.816666,5
DontGetKicked,The Unit,"Yang,Ekine",0.235552174105882,2012-01-05 12:57:39.223333,6
DontGetKicked,Jared,Jared,0.235489572443769,2012-01-02 05:14:08.703333,14
DontGetKicked,Diamond,Mahdi Azimi,0.235455143547713,2011-12-19 03:59:08.776666,28
DontGetKicked,Monkeys,Monkey,0.235446129338899,2011-10-26 00:04:17.763333,5
DontGetKicked,Jacob_M,Jacob_M,0.235344181328012,2012-01-05 23:19:46.473333,12
DontGetKicked,Gauss,Gauss,0.234514033239361,2011-11-17 04:10:07.130000,7
DontGetKicked,TrebleZed,Sigma Moo,0.234425364368922,2011-11-10 18:31:06.896666,37
DontGetKicked,Boris,Boris,0.23429068939842,2012-01-04 13:10:14.793333,3
DontGetKicked,sum(avg(guy)),sum(avg(guy)),0.234289700526259,2011-11-06 02:54:53.613333,7
DontGetKicked,esskay,esskay,0.233598458704635,2011-12-14 23:27:32.710000,47
DontGetKicked,Satya,Satya,0.233580262111468,2011-12-19 06:09:01.040000,3
DontGetKicked,PlainOldStats,PlainOldStats,0.233572788390577,2011-10-19 18:43:24.043333,9
DontGetKicked,IsbadbuyS,IsbadbuyS,0.232985970123755,2012-01-01 13:19:26.416666,15
DontGetKicked,leaderboard2011,leaderboard2011,0.232985970123755,2012-01-01 13:49:31.206666,6
DontGetKicked,kinners,kinners,0.232980003255681,2012-01-05 13:40:21.243333,4
DontGetKicked,shangolmangol,shangolmangol,0.232932497029822,2012-01-04 12:31:01.863333,25
DontGetKicked,Nick Read,worm,0.232919090075965,2012-01-04 09:48:26.963333,5
DontGetKicked,Gabin,Gabin,0.232909658791818,2011-10-24 02:00:06.746666,31
DontGetKicked,Hollooooo,Hollooooo,0.232861661493389,2012-01-01 11:44:33.133333,15
DontGetKicked,testtrain2011,testtrain2011,0.23285866796882,2012-01-02 11:32:44.330000,10
DontGetKicked,solireisi,solireisi,0.2328242188917,2012-01-01 11:48:30.743333,13
DontGetKicked,soolii,soolii,0.232802477158201,2012-01-03 14:44:04.786666,36
DontGetKicked,agent_fsh,agent_fsh,0.232792709522977,2011-11-21 11:24:39.260000,5
DontGetKicked,calculating,calculating,0.232783614589905,2012-01-03 13:53:13.416666,8
DontGetKicked,rabinhood,rabinhood,0.23278202701283,2012-01-03 14:16:26.326666,32
DontGetKicked,SMRH,SMRH,0.232780721970658,2012-01-03 15:38:43.486666,8
DontGetKicked,shevet2011,shevet2011,0.232754775848719,2012-01-02 09:04:38.230000,12
DontGetKicked,taBta,taBta,0.232742552850647,2012-01-03 14:53:43.643333,25
DontGetKicked,MSRH,MSRH,0.232714904792267,2012-01-01 12:52:30.806666,39
DontGetKicked,soli,soli,0.232688292695198,2012-01-03 15:28:41.853333,3
DontGetKicked,mosoo,mosoo,0.232666820042559,2012-01-03 15:16:42.186666,39
DontGetKicked,Reisiyan,sohi,0.232663496893936,2012-01-04 11:33:23.036666,49
DontGetKicked,Blue Giraffe,Walking Lint,0.23259515035546,2011-10-30 12:51:10.443333,14
